65.4203,36.0031,5.27477
65.4203,36.0031,5.27478
65.4203,36.0031,5.27477
65.4203,36.0031,5.27477
65.4203,36.0031,5.27477
65.4203,36.0031,5.27477
65.4203,36.0031,5.27477
65.4203,36.0031,5.27478
65.4203,36.0031,5.27478
65.4203,36.0031,5.27478
65.4203,36.0031,5.27478
65.4203,36.0031,5.27478
65.4203,36.0031,5.27478
65.4203,36.0031,5.27478
65.4203,36.0031,5.27478
65.4203,36.0031,5.27478
65.4203,36.0031,5.27478
65.4203,36.0031,5.27478
65.4203,36.0031,5.27478
65.4203,36.0031,5.27478
65.4203,36.0031,5.27478
65.4204,36.0031,5.27478
65.4203,36.0031,5.27478
65.4203,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4203,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
65.4204,36.0031,5.27478
