51.8236	-35.1604	5.27696
35.2293	-35.1562	5.30749
15.4615	-35.1797	5.30185
-4.53881	-35.2073	5.30504
-24.5393	-35.2135	5.34889
-34.5394	-35.2187	5.35809
-44.5392	-35.2306	5.35915
-54.539	-35.23	5.37931
-64.6297	-34.9864	5.45668
-66.3335	-34.6215	5.55057
-67.5922	-34.191	5.65295
-68.5128	-33.6834	5.7776
-69.323	-33.0475	5.90328
-70.0842	-32.1963	6.02077
-70.9899	-30.5123	6.15079
-71.6517	-28.258	6.21915
-72.1044	-24.899	6.25224
-72.6069	-14.7975	6.33564
-72.8617	-4.79652	6.36851
-72.8681	5.20371	6.41235
-72.6046	15.2032	6.44842
-72.0708	25.2019	6.48168
-71.6226	28.3284	6.44415
-70.9873	30.4942	6.35277
-70.2525	31.8867	6.25134
-69.5607	32.7257	6.1511
-68.7903	33.3623	6.04738
-67.6406	34.0219	5.90513
-66.1431	34.5528	5.73994
-64.6377	34.8515	5.63456
-62.6694	34.9574	5.63672
-60.6688	35.0825	5.54625
-50.6685	35.1204	5.50629
-40.6682	35.1335	5.50381
-30.6682	35.1423	5.49638
-20.6683	35.1493	5.49213
-10.6681	35.1628	5.48293
-0.667886	35.203	5.39595
9.33217	35.2081	5.40726
19.3321	35.2019	5.43413
29.3322	35.211	5.44473
39.3322	35.2139	5.46276
49.3328	35.2218	5.45497
59.3329	35.2373	5.46522
64.6341	35.0233	5.52097
66.2968	34.6899	5.62152
67.3911	34.3177	5.74716
68.406	33.8095	5.89369
69.2897	33.134	6.05016
70.0152	32.3318	6.17766
70.7474	31.0956	6.3074
71.5815	28.4364	6.44491
72.5693	15.4767	6.45911
72.8465	5.47576	6.43755
72.8696	-4.52445	6.41669
72.6142	-14.5239	6.4181
72.1618	-24.5225	6.35939
71.6262	-28.5811	6.27517
71.5898	-28.7389	6.26743
70.989	-30.6197	6.1558
70.3349	-31.8283	6.07122
69.5451	-32.772	5.96006
68.5529	-33.5606	5.80571
67.3848	-34.1593	5.62657
66.1936	-34.5505	5.48591
64.0726	-34.9372	5.33921
59.4481	-35.0971	5.25989
