58.9704	-25.6207	50.0437
42.4545	-25.8585	51.6381
22.7767	-26.1697	53.4951
2.86812	-26.4884	55.3827
-17.037	-26.7864	57.3111
-26.9905	-26.9373	58.2626
-36.9446	-27.0948	59.2059
-46.8969	-27.24	60.1684
-56.9374	-27.1446	61.2005
-58.6293	-26.8061	61.4608
-59.8782	-26.3956	61.6887
-60.7895	-25.9035	61.9082
-61.5924	-25.2814	62.1205
-62.3501	-24.4434	62.3237
-63.2612	-22.775	62.5672
-63.9429	-20.532	62.7361
-64.4341	-17.1809	62.869
-65.0578	-7.09027	63.1718
-65.4384	2.90415	63.3992
-65.5707	12.9013	63.614
-65.4349	22.9017	63.7957
-65.0305	32.9054	63.9491
-64.6285	36.0383	63.9229
-64.0329	38.2143	63.809
-63.3291	39.6187	63.6626
-62.6609	40.4693	63.5119
-61.912	41.1185	63.3469
-60.7896	41.797	63.1082
-59.3214	42.3521	62.8117
-57.8367	42.6743	62.57
-55.8786	42.8088	62.3885
-53.8973	42.9644	62.112
-43.9468	43.1485	61.1304
-33.9925	43.3072	60.1857
-24.0388	43.4617	59.2361
-14.0851	43.6143	58.2895
-4.13149	43.7735	57.3382
5.81444	43.9606	56.3098
15.7699	44.1111	55.3787
25.7269	44.25	54.4629
35.6824	44.4045	53.5312
45.6384	44.5527	52.6067
55.5926	44.7062	51.6566
65.5479	44.8671	50.7247
70.833	44.7295	50.2769
72.5019	44.4187	50.2146
73.608	44.0606	50.2302
74.6387	43.5649	50.2717
75.542	42.9	50.3326
76.2866	42.1066	50.3775
77.0438	40.8793	50.4165
77.9217	38.2306	50.4294
79.0748	25.288	50.1293
79.4788	15.2938	49.9111
79.6298	5.29657	49.7175
79.5057	-4.7043	49.5724
79.1799	-14.7063	49.386
78.6915	-18.7704	49.2833
78.6566	-18.9285	49.2764
78.0725	-20.8159	49.1898
77.429	-22.0324	49.1466
76.6446	-22.9857	49.0943
75.6526	-23.7861	49.0207
74.4807	-24.3989	48.9423
73.2868	-24.8051	48.9078
71.1666	-25.2202	48.9551
66.5578	-25.4462	49.3092
