42.968	-36.1984	5.4716
26.988	-36.1983	5.4717
7.948	-36.1983	5.4717
-11.292	-36.1983	5.4717
-30.572	-36.1983	5.4717
-40.192	-36.1983	5.4717
-51.1502	-36.1665	5.5406
-59.6658	-36.0549	5.7714
-73.0069	-26.5721	6.4112
-73.0649	-26.0153	6.4219
-73.1103	-25.4572	6.4333
-73.1499	-24.8587	6.4463
-73.1839	-24.2398	6.4602
-73.2237	-23.4009	6.478
-73.2992	-21.8429	6.5012
-73.406	-19.6256	6.5235
-73.5423	-16.3485	6.5497
-73.823	-6.5128	6.5674
-73.8637	3.2869	6.5677
-73.6576	13.1045	6.5638
-73.2495	22.8554	6.4875
-71.9584	30.9448	6.3199
-71.1517	32.4149	6.2761
-70.5076	33.2284	6.2211
-70.0209	33.7012	6.1818
-69.6329	34.015	6.1522
-69.2406	34.2899	6.1226
-68.675	34.6269	6.0793
-67.9566	34.9741	6.025
-67.1919	35.2646	5.9717
-66.0426	35.6011	5.9048
-64.6447	35.8416	5.8467
-55.9148	36.0874	5.7071
-46.1209	36.1983	5.4717
-36.4809	36.1983	5.4718
-26.8609	36.1983	5.4717
-17.2209	36.1983	5.4717
-7.5809	36.1983	5.4717
2.0591	36.1983	5.4717
11.6791	36.1983	5.4717
21.2991	36.1983	5.4717
30.9191	36.1983	5.4717
40.5391	36.1984	5.4716
51.2183	36.1796	5.5123
55.8768	36.1304	5.6189
57.3566	36.1186	5.6419
58.2965	36.1125	5.6537
59.1364	36.1086	5.6621
59.8964	36.107	5.6679
60.4764	36.1065	5.6713
61.1564	36.1039	5.675
61.9563	36.0923	5.6807
72.5251	28.9419	6.4931
73.3336	19.5693	6.645
73.7683	9.1991	6.5674
73.8764	-0.9706	6.5678
73.6877	-12.0085	6.5729
73.5121	-16.0244	6.6203
73.5045	-16.1842	6.6218
73.4151	-18.002	6.6369
73.3563	-19.1404	6.6433
73.3084	-20.0392	6.6463
73.2649	-20.838	6.6472
73.2319	-21.4371	6.6468
73.2043	-21.9363	6.6457
55.7863	-36.1311	5.6173
51.4273	-36.1708	5.5313
