66.3614	-20.1958	83.5854
50.0027	-20.0563	86.3686
30.5083	-19.9176	89.6421
10.786	-19.7814	92.9627
-8.92942	-19.6247	96.324
-18.7891	-19.5482	97.992
-28.65	-19.4782	99.6518
-38.5075	-19.3961	101.331
-48.4423	-19.0717	103.086
-50.1024	-18.6953	103.47
-51.3215	-18.257	103.789
-52.2026	-17.745	104.076
-52.973	-17.1056	104.348
-53.694	-16.2513	104.609
-54.5452	-14.5635	104.925
-55.1594	-12.3062	105.152
-55.5599	-8.94529	105.335
-55.92	1.15516	105.724
-56.0455	11.1542	106.021
-55.9241	21.1503	106.287
-55.5379	31.1435	106.5
-54.8856	41.134	106.666
-54.4122	44.2566	106.624
-53.7748	46.4188	106.477
-53.0503	47.8071	106.286
-52.3746	48.6427	106.091
-51.6244	49.2751	105.875
-50.5063	49.9286	105.558
-49.0506	50.451	105.159
-47.5799	50.7397	104.812
-45.6374	50.8294	104.49
-43.6781	50.9402	104.071
-33.8228	50.8971	102.374
-23.9617	50.8283	100.713
-14.1017	50.7554	99.0464
-4.2414	50.6806	97.3834
5.61849	50.6123	95.7156
15.4659	50.5726	93.9716
25.329	50.4955	92.3238
35.1943	50.4067	90.6912
45.0574	50.3336	89.0428
54.9215	50.2542	87.4016
64.782	50.1802	85.7349
74.645	50.1135	84.0863
79.8792	49.8549	83.2571
81.5315	49.5055	83.073
82.6269	49.1214	83.007
83.6459	48.6016	82.9719
84.5351	47.9153	82.9645
85.262	47.1044	82.9521
85.9906	45.8595	82.9311
86.8039	43.191	82.8693
87.6244	30.227	82.432
87.7737	20.2275	82.143
87.6726	10.2308	81.8968
87.3006	0.236621	81.7188
86.7244	-9.7537	81.5143
86.1335	-13.8046	81.4301
86.0944	-13.9618	81.425
85.4608	-15.8345	81.3729
84.7872	-17.0353	81.3712
83.9786	-17.9696	81.3717
82.9651	-18.7462	81.3667
81.7764	-19.3308	81.3706
80.5737	-19.7087	81.4209
78.4532	-20.0744	81.6195
73.8779	-20.1945	82.305
