51.2473	-36.1725	5.5277
34.608	-36.1983	5.4717
14.928	-36.1983	5.4717
-4.992	-36.1983	5.4717
-24.892	-36.1983	5.4717
-34.852	-36.1983	5.4718
-44.812	-36.1984	5.4716
-55.2068	-36.0962	5.6893
-67.2239	-35.2538	5.9738
-70.6888	-33.0237	6.2368
-71.528	-31.8092	6.3015
-72.0563	-30.7107	6.3241
-72.4795	-29.4403	6.3524
-72.7523	-28.2724	6.379
-73.0334	-26.3336	6.4157
-73.2023	-23.8603	6.4686
-73.3562	-20.6844	6.5133
-73.7277	-10.7717	6.5674
-73.8769	-0.7531	6.5678
-73.7673	9.246	6.5672
-73.4312	19.06	6.5288
-72.5328	29.2412	6.3571
-71.2075	32.332	6.2804
-69.9299	33.7791	6.1748
-68.9183	34.4896	6.098
-68.1028	34.9099	6.0358
-67.2297	35.2518	5.9742
-65.8475	35.6442	5.8951
-64.1289	35.9048	5.8304
-62.4337	36.0226	5.7964
-60.4341	36.0533	5.7778
-58.5342	36.0608	5.758
-48.3409	36.1981	5.4718
-38.3809	36.1983	5.4718
-28.4409	36.1983	5.4717
-18.4809	36.1983	5.4717
-8.5209	36.1983	5.4717
1.4391	36.1983	5.4717
11.3791	36.1983	5.4717
21.3391	36.1983	5.4717
31.2991	36.1983	5.4717
41.2591	36.1984	5.4716
51.5781	36.1748	5.5227
61.2564	36.1031	5.6756
67.2137	35.3096	5.8801
68.9857	34.4955	6.0321
69.8902	33.844	6.1286
70.5993	33.1449	6.2082
71.228	32.2963	6.2863
71.6717	31.4933	6.3483
72.154	30.2895	6.425
72.7429	27.8036	6.5391
73.5426	15.3746	6.6137
73.8408	5.3398	6.5677
73.8502	-4.6105	6.5678
73.575	-14.6659	6.6061
73.0641	-24.5124	6.6243
72.5906	-28.6397	6.5061
72.5532	-28.8156	6.4986
71.9396	-30.8813	6.3892
71.2117	-32.322	6.2841
70.2221	-33.5434	6.1653
68.9426	-34.5216	6.0277
67.4485	-35.2272	5.8972
66.0458	-35.6177	5.8086
63.5435	-36.0158	5.7046
58.7659	-36.1101	5.6586
