50.1676	-36.1823	5.5062
32.668	-36.1983	5.4717
13.108	-36.1983	5.4717
-6.692	-36.1983	5.4717
-26.492	-36.1983	5.4717
-36.392	-36.1983	5.4718
-46.272	-36.1983	5.4717
-56.9662	-36.0753	5.7304
-73.0334	-26.3336	6.4157
-73.0905	-25.7164	6.4279
-73.1349	-25.0982	6.441
-73.1703	-24.4994	6.4544
-73.2023	-23.8603	6.4686
-73.2368	-23.1213	6.4831
-73.3111	-21.6032	6.5039
-73.4159	-19.4058	6.5256
-73.5499	-16.1487	6.5509
-73.8263	-6.3128	6.5674
-73.8611	3.5869	6.5677
-73.6472	13.4243	6.5628
-73.2428	22.9953	6.4853
-71.7559	31.3799	6.3122
-71.0369	32.5784	6.2668
-70.3977	33.3443	6.2119
-69.8839	33.8174	6.1713
-69.4879	34.1211	6.1413
-69.1061	34.3759	6.1123
-68.5517	34.6924	6.0698
-67.7539	35.0582	6.0103
-66.6584	35.4314	5.9387
-65.4737	35.7099	5.8793
-63.711	35.9456	5.8195
-54.5354	36.1052	5.6707
-44.0009	36.1984	5.4717
-34.1009	36.1983	5.4718
-24.2009	36.1983	5.4717
-14.3009	36.1983	5.4717
-4.4009	36.1983	5.4717
5.4991	36.1983	5.4717
15.3991	36.1983	5.4717
25.2791	36.1983	5.4717
35.1791	36.1983	5.4717
45.0791	36.1984	5.4716
55.5969	36.1328	5.614
60.4764	36.1065	5.6713
61.9563	36.0923	5.6807
63.0353	36.0504	5.6944
64.0318	35.9714	5.7175
64.9633	35.8505	5.751
65.5908	35.7301	5.7818
66.6182	35.4763	5.8423
67.8303	35.0791	5.9268
72.7139	27.9812	6.5324
73.341	19.4295	6.6445
73.7683	9.1991	6.5674
73.8766	-0.8906	6.5678
73.7215	-10.9892	6.5674
73.531	-15.6249	6.6163
73.5225	-15.8047	6.6181
73.4352	-17.6025	6.634
73.3751	-18.7809	6.6416
73.3256	-19.7196	6.6455
73.2868	-20.4386	6.647
73.2517	-21.0776	6.6472
73.2253	-21.5569	6.6466
73.1955	-22.096	6.6452
73.1681	-22.5953	6.6431
